회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지
798317568,정상회원,남,35,국민은행,,False,충청남도,논산시
798365824,정상회원,여,65,국민은행,,False,경상남도,김해시
798490176,정상회원,여,55,롯데카드,,False,울산광역시,동구
798510592,정상회원,여,30,광주은행,,False,경기도,수원시
798518016,정상회원,여,39,국민은행,미혼,False,충청남도,아산시
798757440,정상회원,여,49,신한은행,미혼,,경상남도,거제시
798943040,정상회원,여,40,농협중앙회,미혼,False,경기도,부천시
799085952,정상회원,여,32,기업은행,미혼,True,경상남도,김해시
799089664,정상회원,여,29,롯데카드,미혼,False,경기도,용인시
799366208,정상회원,남,27,부산은행,미혼,False,부산광역시,남구
799429312,정상회원,여,65,연결앱결제,기혼,False,서울특별시,마포구
799505408,정상회원,여,34,신한은행,기혼,,부산광역시,부산진구
799583360,정상회원,여,54,국민카드,미혼,False,충청북도,음성군
799611200,정상회원,여,38,국민은행,미혼,,제주특별자치도,서귀포시
799770816,정상회원,여,40,국민카드,미혼,,인천광역시,부평구
799776384,정상회원,여,28,우리은행,미혼,,부산광역시,영도구
799950848,정상회원,여,34,국민은행,기혼,True,경기도,용인시
800143872,정상회원,여,28,국민카드,미혼,,경상남도,창원시
800182848,정상회원,여,38,롯데카드,미혼,False,부산광역시,동래구
800219968,정상회원,여,33,우리은행,미혼,False,충청북도,청주시
800492800,정상회원,여,65,현대카드,기혼,,경기도,의정부시
800633856,정상회원,여,71,국민은행,기혼,False,경기도,시흥시
800826880,정상회원,여,34,롯데카드,기혼,True,경기도,고양시
800934528,정상회원,남,35,연결앱결제,미혼,,광주광역시,서구
800992064,정상회원,여,28,연결앱결제,기혼,False,부산광역시,영도구
801090432,정상회원,여,34,국민카드,기혼,True,경기도,남양주시
801242624,정상회원,여,64,광주은행,기혼,False,충청남도,아산시
801422656,정상회원,여,35,농협중앙회,미혼,False,부산광역시,해운대구
801469056,정상회원,여,30,국민은행,기혼,False,충청북도,청주시
801604544,정상회원,여,31,국민은행,기혼,,광주광역시,광산구
801699200,정상회원,여,35,신한카드,기혼,False,강원도,강릉시
801701056,정상회원,여,31,연결앱결제,,False,울산광역시,울주군
801936768,정상회원,여,34,연결앱결제,미혼,False,경기도,안성시
802194752,정상회원,여,54,외환은행,,False,경상북도,포항시
802209600,정상회원,여,31,우리은행,기혼,False,전라북도,전주시
802218880,정상회원,여,29,롯데카드,,False,부산광역시,강서구
802352512,탈퇴,여,33,연결앱결제,,False,경기도,가평군
802393344,정상회원,여,31,연결앱결제,기혼,False,전라남도,나주시
802591936,정상회원,여,58,연결앱결제,,True,경기도,화성시
802658752,정상회원,여,36,연결앱결제,,,경상남도,사천시
802723712,정상회원,여,39,삼성카드,기혼,,부산광역시,수영구
802987264,정상회원,여,30,하나은행,미혼,False,대전광역시,유성구
803117184,정상회원,여,41,롯데카드,미혼,False,부산광역시,동구
803143168,정상회원,여,33,현대카드,미혼,False,경기도,화성시
803184000,정상회원,여,40,미래에셋증권,기혼,False,경기도,용인시
803364032,정상회원,여,46,신한은행,기혼,False,부산광역시,해운대구
803388160,정상회원,여,54,연결앱결제,미혼,,전라남도,목포시
803846592,정상회원,여,39,하나은행,미혼,False,경상남도,진주시
804067456,정상회원,여,33,농협중앙회,기혼,True,충청남도,당진시
804071168,정상회원,남,73,연결앱결제,기혼,True,경기도,용인시
804375552,정상회원,여,44,연결앱결제,기혼,False,부산광역시,부산진구
804535168,정상회원,여,48,국민은행,미혼,False,경기도,성남시
804588992,정상회원,여,38,롯데카드,,,경상북도,포항시
804613120,정상회원,여,42,SC제일은행,기혼,False,강원도,홍천군
804614976,정상회원,남,40,신한카드,,True,서울특별시,노원구
804759744,정상회원,여,58,부산은행,기혼,False,부산광역시,부산진구
804808000,정상회원,여,34,우리은행,미혼,False,서울특별시,중구
804811712,정상회원,여,31,현대카드,미혼,False,전라북도,남원시
804884096,정상회원,여,30,하나은행,미혼,False,경기도,수원시
805038144,정상회원,여,34,하나은행,기혼,False,전라북도,정읍시
805067840,정상회원,여,30,우리은행,미혼,False,서울특별시,동대문구
805362944,정상회원,여,65,롯데카드,기혼,,전라남도,순천시
805400064,정상회원,여,39,신한카드,미혼,True,서울특별시,마포구
805472448,정상회원,남,48,연결앱결제,,False,경상남도,거제시
805600512,정상회원,여,26,신한은행,기혼,,전라북도,군산시
805799104,정상회원,여,35,농협중앙회,미혼,False,경기도,시흥시
805867776,정상회원,남,39,BC카드,미혼,False,경기도,부천시
805895616,정상회원,여,32,신한은행,미혼,False,서울특별시,동작구
805934592,정상회원,여,31,외환은행,미혼,False,강원도,원주시
805990272,정상회원,여,38,농협중앙회,기혼,False,강원도,춘천시
806420864,정상회원,여,30,롯데카드,기혼,False,경상남도,진주시
806428288,정상회원,여,29,연결앱결제,미혼,False,서울특별시,노원구
806437568,정상회원,여,32,국민은행,미혼,False,경상북도,포항시
806439424,정상회원,여,33,국민은행,미혼,,서울특별시,강북구
806547072,정상회원,여,26,농협중앙회,기혼,False,서울특별시,도봉구
806617600,정상회원,여,42,현대카드,기혼,False,충청북도,단양군
806708544,정상회원,여,37,신한은행,미혼,False,경상북도,구미시
806803200,정상회원,여,60,우리은행,기혼,,강원도,양양군
806938688,정상회원,여,45,하나은행,미혼,False,경기도,고양시
807532608,정상회원,여,30,롯데카드,,,광주광역시,서구
807569728,정상회원,여,62,국민은행,기혼,False,경상남도,사천시
807901952,정상회원,여,28,롯데카드,,False,전라남도,여수시
807905664,정상회원,여,37,롯데카드,미혼,False,경상북도,구미시
808117248,정상회원,여,41,농협중앙회,,False,경상북도,경주시
808258304,정상회원,여,29,신한은행,기혼,False,부산광역시,금정구
808278720,정상회원,여,55,농협중앙회,기혼,False,경기도,남양주시
808295424,정상회원,남,37,하나은행,기혼,True,부산광역시,남구
808456896,정상회원,여,31,새마을금고,,False,경기도,안산시
808649920,정상회원,여,62,하나은행,,False,강원도,태백시
809024832,정상회원,여,40,연결앱결제,기혼,False,서울특별시,영등포구
809355200,정상회원,여,46,현대카드,,False,경상남도,양산시
809433152,정상회원,여,23,연결앱결제,,,대구광역시,수성구
809514816,정상회원,여,42,기업은행,기혼,True,경기도,안성시
809568640,정상회원,여,49,롯데카드,,False,광주,북구
809587200,정상회원,여,46,연결앱결제,기혼,True,경상남도,하동군
809963968,정상회원,여,39,신한은행,기혼,False,경상남도,김해시
810008512,정상회원,여,29,삼성카드,기혼,True,대구광역시,달서구
810194112,정상회원,여,40,연결앱결제,,,전라북도,전주시
810348160,정상회원,여,58,농협중앙회,미혼,,충청남도,예산군
810461376,정상회원,여,35,농협중앙회,미혼,,충청남도,홍성군
810491072,정상회원,여,65,롯데카드,미혼,True,강원도,홍천군
810763904,정상회원,여,58,롯데카드,기혼,False,인천광역시,중구
810992192,정상회원,여,38,새마을금고,미혼,,대구광역시,수성구
811311424,정상회원,여,33,우리은행,미혼,False,경기도,평택시
811313280,정상회원,여,44,우리은행,기혼,False,서울특별시,강서구
811441344,정상회원,여,63,신한카드,미혼,False,경기도,양주시
811493312,정상회원,여,34,신한은행,미혼,False,부산광역시,해운대구
811582400,정상회원,여,30,연결앱결제,미혼,False,대전광역시,대덕구
811641792,정상회원,여,54,롯데카드,미혼,False,서울특별시,마포구
811690048,정상회원,여,46,국민은행,기혼,False,서울특별시,서대문구
811845952,정상회원,여,40,현대카드,미혼,False,경기도,화성시
811940608,정상회원,여,35,신한카드,,False,경기도,광주시
812048256,정상회원,여,41,농협중앙회,기혼,,광주광역시,서구
812204160,정상회원,여,41,신한카드,,,서울특별시,마포구
812378624,정상회원,여,32,국민은행,기혼,False,부산광역시,수영구
812484416,정상회원,여,66,연결앱결제,기혼,False,경상남도,김해시
812861184,정상회원,여,43,농협중앙회,,,경상남도,창원시
813007808,정상회원,여,31,롯데카드,기혼,False,경상북도,구미시
813150720,정상회원,여,29,우리은행,기혼,False,경기도,안성시
813219392,정상회원,여,40,BC카드,미혼,False,경상북도,김천시
813243520,정상회원,여,33,국민카드,미혼,,서울특별시,강동구
813328896,정상회원,여,46,롯데카드,미혼,False,대구광역시,중구
813581312,정상회원,여,33,국민은행,미혼,False,경기도,가평군
813911680,정상회원,여,38,신한카드,미혼,False,부산광역시,수영구
814193792,정상회원,여,38,롯데카드,미혼,False,경기도,구리시
814427648,정상회원,여,28,BC카드,미혼,False,서울특별시,강서구
814581696,정상회원,여,33,신한카드,미혼,,경상남도,거제시
814895360,정상회원,여,30,국민은행,미혼,False,인천광역시,남동구
815058688,정상회원,여,32,삼성카드,미혼,False,서울특별시,강남구
815138496,정상회원,여,51,신한은행,기혼,False,경상북도,봉화군
815162624,정상회원,여,47,기업은행,기혼,False,경기도,안양시
815353792,정상회원,여,32,우리은행,기혼,False,서울특별시,도봉구
815374208,정상회원,여,33,롯데카드,기혼,False,광주광역시,서구
815463296,정상회원,여,38,우리은행,,False,경상북도,영주시
815606208,정상회원,여,47,신한카드,미혼,False,부산광역시,영도구
815689728,정상회원,여,33,신한카드,기혼,False,충청북도,충주시
815776960,정상회원,여,50,우리은행,기혼,False,충청북도,음성군
815797376,정상회원,여,46,우리은행,,,대구광역시,중구
816012672,정상회원,여,32,국민카드,,,경기도,용인시
816127744,정상회원,여,45,신한은행,미혼,False,부산광역시,남구
816157440,정상회원,여,32,씨티은행,기혼,,서울특별시,동대문구
816370880,탈퇴,여,51,연결앱결제,,False,서울특별시,노원구
816660416,정상회원,여,38,신한은행,기혼,True,경기도,수원시
816725376,정상회원,여,34,농협중앙회,,,울산광역시,북구
816807040,정상회원,여,32,삼성카드,,True,대전광역시,대덕구
816831168,정상회원,여,30,우리은행,기혼,True,경상남도,창원시
816834880,정상회원,여,38,신한카드,미혼,,경기도,용인시
816922112,정상회원,여,37,국민카드,미혼,False,서울특별시,강서구
817065024,정상회원,여,35,국민은행,미혼,False,세종특별자치시,새롬중앙로
817139264,정상회원,여,32,연결앱결제,미혼,True,부산광역시,연제구
817144832,정상회원,여,37,신한은행,미혼,False,경상남도,진주시
817517888,정상회원,여,44,신한은행,기혼,False,경기도,시흥시
817616256,정상회원,남,27,농협중앙회,기혼,,강원도,원주시
817779584,정상회원,여,36,씨티은행,미혼,False,강원도,원주시
817787008,정상회원,남,31,국민은행,기혼,False,경상북도,경산시
817916928,정상회원,여,40,농협중앙회,미혼,,전라남도,목포시
817931776,정상회원,여,35,기업은행,기혼,False,부산광역시,남구
818373504,정상회원,여,43,하나은행,기혼,True,인천광역시,남동구
818397632,정상회원,여,29,국민은행,기혼,False,경기도,안양시
818466304,정상회원,여,30,국민은행,미혼,False,경상남도,사천시
818666752,정상회원,여,34,신한은행,미혼,False,경기도,부천시
818813376,정상회원,여,40,롯데카드,미혼,False,경기도,안성시
818870912,정상회원,여,37,연결앱결제,미혼,False,경기도,수원시
818928448,정상회원,여,30,롯데카드,미혼,False,전라남도,순천시
818976704,정상회원,여,31,연결앱결제,미혼,False,경상북도,경산시
818987840,정상회원,여,30,롯데카드,미혼,False,경기도,고양시
819034240,정상회원,여,49,기업은행,기혼,,서울특별시,구로구
819073216,정상회원,여,36,신한은행,미혼,False,경상남도,의령군
819238400,정상회원,여,33,국민은행,기혼,False,강원도,속초시
819327488,정상회원,여,35,농협중앙회,,True,경기도,동두천시
819336768,정상회원,여,39,BC카드,기혼,False,서울특별시,송파구
819349760,정상회원,여,30,롯데카드,,True,대구광역시,북구
819355328,정상회원,여,33,롯데카드,,,인천광역시,남동구
819398016,정상회원,여,36,롯데카드,기혼,True,서울특별시,관악구
819733952,정상회원,여,44,롯데카드,기혼,False,경기도,김포시
819769216,정상회원,여,34,연결앱결제,기혼,False,경상남도,김해시
819804480,정상회원,여,33,BC카드,기혼,False,경기도,화성시
819834176,정상회원,여,30,연결앱결제,,False,전라남도,무안군
819869440,정상회원,여,41,롯데카드,기혼,False,경상남도,함양군
819871296,정상회원,남,29,신한은행,,False,경기도,안성시
820179392,정상회원,여,41,신한카드,,False,서울특별시,동작구
820335296,정상회원,여,47,연결앱결제,,False,서울특별시,송파구
820856832,정상회원,여,31,기업은행,미혼,False,강원도,삼척시
821036864,정상회원,여,39,새마을금고,,False,경기도,용인시
821296704,정상회원,여,31,우리은행,,False,광주광역시,서구
821305984,정상회원,여,29,연결앱결제,기혼,False,경기도,부천시
821328256,정상회원,여,28,신한은행,기혼,False,경기도,수원시
821357952,정상회원,여,30,국민은행,기혼,True,경기도,남양주시
821395072,정상회원,여,31,기업은행,기혼,False,경상남도,산청군
821402496,정상회원,여,35,신협중앙회,미혼,,경기도,안성시
821573248,정상회원,여,36,국민은행,미혼,False,경기도,안산시
821744000,정상회원,여,32,국민카드,기혼,False,경상북도,포항시
821885056,정상회원,여,55,대구은행,기혼,True,전라북도,익산시
822026112,정상회원,여,34,신한은행,기혼,False,서울특별시,강서구
822070656,정상회원,여,34,우리은행,미혼,False,대구광역시,달서구
822679424,정상회원,여,34,부산은행,기혼,False,강원도,강릉시
822770368,정상회원,여,33,연결앱결제,기혼,True,경기도,용인시
823095168,정상회원,여,33,롯데카드,기혼,False,전라북도,군산시
823228800,정상회원,여,28,하나은행,기혼,False,경기도,의정부시
823234368,정상회원,여,41,농협중앙회,미혼,,경상남도,창원시
823793024,정상회원,여,26,신한은행,미혼,False,서울특별시,강남구
823826432,정상회원,여,37,신한은행,미혼,,경기도,수원시
824340544,정상회원,여,32,연결앱결제,미혼,False,서울특별시,서초구
824466752,정상회원,여,40,국민카드,미혼,False,인천광역시,연수구
824622656,정상회원,여,45,우리은행,기혼,False,강원도,춘천시
824672768,정상회원,여,66,신한은행,기혼,False,경기도,가평군
824765568,정상회원,여,41,신한은행,기혼,True,경기도,용인시
824782272,정상회원,여,35,하나은행,미혼,False,경기도,김포시
824819392,정상회원,여,41,우리은행,기혼,,경기도,용인시
824865792,정상회원,여,53,국민은행,미혼,False,경기도,부천시
824899200,정상회원,여,52,국민카드,기혼,True,서울특별시,성동구
825376192,정상회원,여,60,농협중앙회,,False,경기도,파주시
825480128,정상회원,여,29,새마을금고,,False,경기도,의정부시
825691712,정상회원,여,46,국민은행,,False,서울특별시,중구
825775232,정상회원,여,61,광주은행,미혼,,서울특별시,동작구
825804928,정상회원,여,31,신한은행,,False,충청남도,서천군
825840192,정상회원,여,47,롯데카드,기혼,False,경상남도,사천시
825895872,정상회원,여,71,국민은행,,False,대구광역시,북구
825908864,정상회원,여,42,기업은행,기혼,False,제주특별자치도,제주시
825964544,정상회원,여,25,롯데카드,미혼,False,경상북도,포항시
826055488,정상회원,여,41,연결앱결제,미혼,False,서울특별시,중구
826072192,정상회원,여,38,농협중앙회,미혼,True,경상북도,상주시
826075904,정상회원,여,56,신한카드,미혼,False,서울특별시,마포구
826116736,정상회원,여,61,농협중앙회,기혼,True,경기도,고양시
826146432,정상회원,여,37,하나은행,,False,부산광역시,금정구
826194688,정상회원,여,29,연결앱결제,기혼,True,제주특별자치도,서귀포시
826261504,정상회원,여,37,롯데카드,미혼,True,전라남도,광양시
826315328,정상회원,여,42,신한카드,기혼,False,부산광역시,남구
826335744,정상회원,여,35,기업은행,미혼,False,경기도,고양시
826354304,정상회원,여,38,연결앱결제,미혼,False,대구광역시,달서구
826419264,정상회원,여,59,신한은행,기혼,False,경기도,성남시
826523200,정상회원,여,30,광주은행,기혼,False,충청남도,아산시
826706944,정상회원,여,72,삼성카드,미혼,False,강원도,인제군
826749632,정상회원,여,46,농협중앙회,미혼,False,대구광역시,달성군
826922240,정상회원,여,30,신협중앙회,미혼,False,경기도,안산시
826931520,정상회원,여,33,씨티은행,기혼,False,경상북도,경산시
826938944,정상회원,여,42,국민은행,미혼,,서울특별시,마포구
827076288,정상회원,여,34,신한은행,미혼,False,경기도,용인시
827170944,정상회원,여,38,신한은행,기혼,False,대전광역시,서구
827211776,정상회원,여,32,광주은행,기혼,,경상북도,포항시
827354688,정상회원,여,40,삼성카드,,True,경상남도,김해시
827356544,정상회원,여,28,기업은행,기혼,True,대전광역시,유성구
827401088,정상회원,여,41,롯데카드,기혼,False,충청북도,청주시
827486464,정상회원,여,34,연결앱결제,기혼,False,서울특별시,강남구
827564416,정상회원,여,51,롯데카드,,False,경기도,김포시
827597824,정상회원,여,51,롯데카드,,False,경기도,용인시
827603392,정상회원,여,70,하나은행,,False,대구광역시,북구
827644224,정상회원,여,32,현대카드,기혼,False,경상남도,창원시
827937472,정상회원,여,28,롯데카드,,True,경기도,수원시
827989440,정상회원,여,40,새마을금고,미혼,False,경기도,시흥시
828052544,정상회원,여,52,연결앱결제,,False,경상북도,구미시
828293824,정상회원,여,47,농협중앙회,,False,경상북도,구미시
828761536,정상회원,여,29,국민은행,미혼,False,충청북도,음성군
828815360,정상회원,여,30,롯데카드,,True,전라남도,목포시
828859904,정상회원,여,37,연결앱결제,,False,광주광역시,광산구
829197696,정상회원,여,35,기업은행,기혼,,강원도,춘천시
829208832,정상회원,여,33,연결앱결제,기혼,False,부산광역시,연제구
829535488,정상회원,여,51,신한은행,기혼,True,울산광역시,동구
829598592,정상회원,여,50,신한은행,미혼,,대구광역시,달성군
829678400,정상회원,여,54,부산은행,미혼,False,경상북도,경산시
829778624,정상회원,여,39,국민은행,미혼,False,경상남도,창원시
829795328,정상회원,여,52,연결앱결제,미혼,False,충청북도,청주시
829871424,정상회원,여,39,신한카드,기혼,False,서울특별시,강남구
830101568,정상회원,여,34,새마을금고,기혼,False,경상남도,진주시
830457920,정상회원,여,42,신한은행,,False,경기도,하남시
830576704,정상회원,여,37,롯데카드,기혼,,경상북도,구미시
830780864,정상회원,여,46,농협중앙회,미혼,,충청남도,아산시
830860672,정상회원,여,37,신한은행,기혼,False,부산광역시,부산진구
830866240,탈퇴,여,38,국민카드,미혼,False,충청북도,제천시
831057408,정상회원,여,32,국민은행,미혼,False,전라남도,목포시
831270848,정상회원,여,57,우리은행,기혼,False,인천광역시,남동구
831281984,정상회원,여,34,국민은행,기혼,False,전라북도,군산시
831345088,정상회원,여,52,신한은행,미혼,False,서울특별시,노원구
831346944,정상회원,여,29,롯데카드,기혼,False,경기도,이천시
831358080,정상회원,남,54,우리은행,미혼,True,경상남도,창원시
831454592,정상회원,여,31,연결앱결제,미혼,True,경기도,김포시
831777536,정상회원,여,39,연결앱결제,기혼,False,전라북도,군산시
831859200,정상회원,여,61,현대카드,기혼,False,경기도,고양시
831862912,정상회원,여,43,연결앱결제,미혼,False,경상남도,김해시
832028096,정상회원,여,28,새마을금고,기혼,False,서울특별시,도봉구
832093056,정상회원,여,64,신한은행,기혼,,충청남도,홍성군
832482816,정상회원,여,31,연결앱결제,미혼,False,대구광역시,수성구
832542208,정상회원,여,29,롯데카드,기혼,False,경상북도,경산시
832562624,정상회원,여,35,롯데카드,,,부산광역시,영도구
832722240,정상회원,여,36,국민은행,기혼,False,충청북도,청주시
833071168,정상회원,여,28,기업은행,,False,경상남도,고성군
833232640,정상회원,여,47,신한은행,,,경기도,시흥시
833292032,정상회원,남,40,국민은행,기혼,False,서울특별시,마포구
833407104,정상회원,여,38,국민은행,,True,울산광역시,북구
833479488,정상회원,여,32,신한은행,,False,부산광역시,부산진구
833518464,정상회원,여,27,농협중앙회,,False,경기도,남양주시
833583424,정상회원,여,60,우리은행,미혼,,경상남도,창원시
833594560,정상회원,여,42,기업은행,미혼,False,부산광역시,해운대구
833644672,정상회원,여,28,국민은행,미혼,False,경기도,안산시
833691072,정상회원,여,35,하나은행,기혼,False,서울특별시,종로구
833702208,정상회원,여,30,롯데카드,미혼,False,경기도,성남시
833843264,정상회원,여,44,국민은행,기혼,False,경기도,수원시
833904512,정상회원,여,34,우리은행,미혼,False,대구광역시,중구
834468736,정상회원,여,34,롯데카드,미혼,,경기도,의정부시
834492864,정상회원,여,31,국민은행,미혼,,광주광역시,광산구
834808384,정상회원,여,40,우리은행,기혼,False,충청북도,음성군
834821376,정상회원,여,44,롯데카드,기혼,,서울특별시,강남구
835097920,정상회원,여,62,농협중앙회,기혼,False,대구광역시,동구
835105344,탈퇴,여,35,롯데카드,미혼,False,경기도,용인시
835136896,정상회원,여,41,국민은행,미혼,,강원도,동해시
835142464,정상회원,여,28,삼성카드,미혼,True,서울특별시,성북구
835313216,정상회원,여,31,국민은행,기혼,False,전라북도,완주군
836337728,정상회원,여,26,우리은행,미혼,True,서울특별시,양천구
836348864,정상회원,여,38,롯데카드,기혼,False,부산광역시,사하구
836356288,정상회원,여,32,롯데카드,미혼,False,서울특별시,관악구
836363712,정상회원,여,36,신한은행,미혼,False,충청남도,당진시
836402688,정상회원,여,44,연결앱결제,미혼,,대전광역시,동구
836445376,정상회원,여,63,BC카드,,False,울산광역시,남구
836462080,정상회원,여,53,신한은행,기혼,False,충청남도,당진시
836471360,정상회원,여,34,연결앱결제,,False,전라북도,군산시
836541888,정상회원,여,48,농협중앙회,미혼,True,경상남도,거제시
836573440,정상회원,여,29,연결앱결제,미혼,,충청북도,음성군
836584576,정상회원,여,38,롯데카드,미혼,False,서울특별시,강남구
836621696,정상회원,여,54,롯데카드,,False,경기도,용인시
836642112,정상회원,여,44,하나은행,미혼,False,경상남도,거제시
836668096,정상회원,여,43,국민은행,미혼,False,서울특별시,관악구
836712640,정상회원,여,32,농협중앙회,미혼,False,부산광역시,중구
836720064,정상회원,여,41,현대카드,미혼,False,전라남도,나주시
836749760,정상회원,여,53,농협중앙회,기혼,False,경기도,용인시
836788736,정상회원,여,55,롯데카드,,False,대전광역시,동구
836801728,정상회원,여,45,삼성카드,기혼,False,서울특별시,서초구
836827712,정상회원,여,41,농협중앙회,미혼,True,부산광역시,해운대구
836890816,정상회원,여,62,롯데카드,미혼,False,경상남도,김해시
836905664,정상회원,여,40,국민은행,,False,경기도,포천시
837009600,정상회원,여,44,하나은행,,True,서울특별시,동작구
837081984,정상회원,여,66,연결앱결제,,False,강원도,태백시
837089408,정상회원,여,33,국민은행,기혼,,대전광역시,서구
837100544,정상회원,여,44,국민은행,기혼,,대구광역시,달성군
837113536,정상회원,여,35,국민카드,미혼,,서울특별시,강서구
837128384,정상회원,여,31,연결앱결제,,False,충청북도,청주시
837143232,정상회원,여,53,연결앱결제,기혼,False,경상북도,구미시
837150656,정상회원,여,27,신한카드,기혼,,서울특별시,강남구
837158080,정상회원,여,31,국민카드,,False,경상남도,양산시
837161792,정상회원,여,45,농협중앙회,,False,부산광역시,해운대구
837276864,정상회원,여,26,신한은행,기혼,,서울특별시,서대문구
837382656,정상회원,여,47,국민은행,미혼,,경기도,수원시
837388224,정상회원,여,37,롯데카드,미혼,False,부산광역시,중구
837410496,정상회원,여,82,롯데카드,기혼,True,충청남도,보령시
837564544,정상회원,여,36,국민은행,미혼,,경상북도,영주시
837575680,정상회원,여,28,연결앱결제,기혼,,경상남도,김해시
837597952,정상회원,여,63,롯데카드,미혼,,서울특별시,영등포구
837713024,정상회원,여,44,우리은행,기혼,False,대구광역시,달성군
837737152,정상회원,여,50,신한은행,미혼,False,서울특별시,도봉구
837777984,정상회원,여,45,롯데카드,미혼,False,서울특별시,동대문구
837796544,정상회원,여,59,국민은행,기혼,False,경기도,고양시
837887488,정상회원,여,31,국민은행,기혼,False,대전광역시,서구
837893056,정상회원,여,34,SC제일은행,미혼,False,충청북도,충주시
837909760,정상회원,여,63,신한은행,미혼,False,전라남도,담양군
838058240,정상회원,여,40,롯데카드,미혼,False,대구광역시,북구
838087936,정상회원,여,49,연결앱결제,기혼,False,경상남도,양산시
838089792,정상회원,여,35,롯데카드,미혼,False,경상남도,김해시
838110208,정상회원,여,25,국민은행,미혼,False,광주광역시,서구
838199296,정상회원,여,44,신한카드,,False,부산광역시,해운대구
838329216,정상회원,여,57,연결앱결제,기혼,False,부산광역시,금정구
838332928,정상회원,여,39,롯데카드,기혼,False,대구광역시,서구
838366336,정상회원,여,49,광주은행,기혼,False,부산광역시,북구
838429440,정상회원,여,38,국민카드,기혼,False,경상북도,포항시
838435008,정상회원,여,43,삼성카드,기혼,,부산광역시,해운대구
838507392,정상회원,여,51,국민은행,기혼,True,경기도,수원시
838525952,정상회원,여,40,롯데카드,기혼,False,경기도,시흥시
838592768,정상회원,여,29,신한은행,,False,경기도,의정부시
838594624,정상회원,여,42,국민은행,,False,경상남도,창원시
838605760,정상회원,여,58,현대카드,,False,경기도,수원시
838607616,정상회원,여,39,국민카드,,,충청북도,보은군
838620608,정상회원,여,31,신한은행,기혼,False,서울특별시,종로구
838631744,정상회원,여,31,하나은행,기혼,True,경상북도,경산시
838670720,정상회원,여,46,롯데카드,기혼,False,경기도,용인시
838676288,정상회원,여,30,하나은행,미혼,False,부산광역시,남구
838680000,정상회원,여,40,국민은행,,False,전라북도,남원시
838744960,정상회원,남,48,국민은행,미혼,True,경기도,안산시
838770944,정상회원,여,28,연결앱결제,,False,충청북도,청주시
838893440,정상회원,여,36,BC카드,미혼,False,경기도,포천시
838943552,정상회원,여,50,농협중앙회,기혼,False,충청남도,서산시
838950976,정상회원,여,36,신한은행,미혼,False,부산광역시,강서구
838960256,정상회원,여,42,국민은행,미혼,False,경기도,안성시
839106880,정상회원,여,52,농협중앙회,기혼,False,경기도,평택시
839156992,정상회원,여,68,우리은행,미혼,False,경기도,화성시
839166272,정상회원,여,47,BC카드,미혼,False,경상북도,구미시
839179264,정상회원,여,29,국민은행,기혼,False,서울특별시,강남구
839186688,정상회원,여,50,우리은행,미혼,,경상북도,칠곡군
839357440,정상회원,여,31,우리은행,,False,경기도,부천시
839398272,정상회원,여,49,국민카드,미혼,False,울산광역시,울주군
839557888,정상회원,여,49,국민은행,미혼,False,전라남도,강진군
839611712,정상회원,여,44,신한카드,기혼,False,충청남도,천안시
839641408,정상회원,여,37,우리은행,미혼,False,서울특별시,중구
839691520,정상회원,여,43,국민카드,기혼,,전라북도,익산시
839717504,정상회원,여,38,롯데카드,,True,경기도,화성시
839776896,정상회원,여,34,연결앱결제,,False,부산광역시,연제구
839847424,정상회원,여,55,우리은행,,,서울특별시,구로구
839856704,정상회원,여,68,우리은행,,True,서울특별시,관악구
840047872,정상회원,여,36,기업은행,,False,강원도,춘천시
840075712,정상회원,여,28,롯데카드,미혼,,전라북도,익산시
840101696,정상회원,여,47,롯데카드,미혼,False,경상남도,김해시
840159232,정상회원,여,37,국민은행,미혼,,전라남도,목포시
840252032,정상회원,여,42,신한은행,미혼,False,강원도,강릉시
840255744,정상회원,여,60,BC카드,기혼,False,대구광역시,달성군
840257600,정상회원,여,61,우리은행,기혼,False,부산광역시,연제구
840296576,정상회원,여,42,롯데카드,기혼,,충청북도,보은군
840328128,정상회원,여,30,우체국,기혼,False,경상남도,창원시
840337408,정상회원,여,31,롯데카드,기혼,False,경상북도,경산시
840381952,정상회원,여,58,농협중앙회,기혼,False,경기도,의정부시
840441344,정상회원,여,33,삼성카드,기혼,False,충청북도,청주시
840469184,정상회원,여,35,신한카드,미혼,,서울특별시,강남구
840476608,정상회원,여,36,기업은행,미혼,False,경상남도,거제시
840539712,정상회원,여,33,SC제일은행,미혼,True,서울특별시,영등포구
840584256,정상회원,여,38,부산은행,미혼,False,부산광역시,사하구
840630656,정상회원,여,39,신한카드,기혼,False,경상남도,양산시
840704896,정상회원,여,45,국민은행,기혼,,경상남도,거제시
840766144,정상회원,여,54,롯데카드,기혼,,경기도,화성시
840803264,정상회원,여,42,신한카드,기혼,False,인천광역시,남동구
840814400,정상회원,남,42,연결앱결제,,False,경기도,김포시
840857088,정상회원,여,34,신한카드,미혼,False,경상북도,김천시
840892352,정상회원,여,28,기업은행,기혼,False,경기도,화성시
841267264,정상회원,여,32,국민은행,미혼,False,서울특별시,영등포구
841447296,정상회원,여,41,삼성카드,미혼,False,경상북도,안동시
841460288,정상회원,여,48,기업은행,기혼,False,경기도,성남시
841595776,정상회원,여,39,롯데카드,기혼,False,전라북도,군산시
